Protein Id,Gene Symbol,Description,Group ID,Set2 Peptides,Set2~rq_126_sn_sum,Set2~rq_127n_sn_sum,Set2~rq_127c_sn_sum,Set2~rq_128n_sn_sum,Set2~rq_128c_sn_sum,Set2~rq_129n_sn_sum,Set2~rq_129c_sn_sum,Set2~rq_130n_sn_sum,Set2~rq_130c_sn_sum,Set2~rq_131_sn_sum
sp|Q9P0B6|CC167_HUMAN,CCDC167,CC167_HUMAN Coiled-coil domain-containing protein 167,6956,5,833.965,786.065,711.216,130.159,328.462,1283.47,1214.63,710.592,390.706,684.112
sp|Q8TCZ2-5|C99L2_HUMAN,CD99L2,C99L2_HUMAN Isoform 5 of CD99 antigen-like protein 2,6957,5,468.285,503.961,179.457,1240.76,294.995,566.084,1327.59,522.303,1259.43,976.267
sp|Q9Y3I0|RTCB_HUMAN,RTCB,RTCB_HUMAN tRNA-splicing ligase RtcB homolog,6958,49,5930.76,6863.08,4914.14,5946.46,9423.47,7125.27,7197.95,4374.61,4847.69,5398.04
sp|Q8IVH2|FOXP4_HUMAN,FOXP4,FOXP4_HUMAN Forkhead box protein P4,6959,11,970.577,879.176,2113.55,438.139,1251.09,861.897,762.498,758.045,519.864,845.383
sp|Q7Z7A1|CNTRL_HUMAN,CNTRL,CNTRL_HUMAN Centriolin,6960,1,115.077,18.0531,87.8294,125.791,74.8929,55.7041,67.0704,117.108,55.3556,71.8356
sp|Q92597|NDRG1_HUMAN,NDRG1,NDRG1_HUMAN Protein NDRG1,6961,15,259.728,1268.3,1124.69,2367.47,385.656,1082.19,576.662,337.547,519.529,3633.94
sp|Q86X02|CDR2L_HUMAN,CDR2L,CDR2L_HUMAN Cerebellar degeneration-related protein 2-like,6962,10,271.269,763.18,891.023,250.207,2448.52,329.939,780.029,243.222,620.608,379.082
sp|Q6UX53|MET7B_HUMAN,METTL7B,MET7B_HUMAN Methyltransferase-like protein 7B,6963,3,136.125,134.687,2048.55,147.386,162.951,160.143,928.749,129.666,169.192,390.935
sp|O14657|TOR1B_HUMAN,TOR1B,TOR1B_HUMAN Torsin-1B,6964,8,869.652,1090.63,519.696,809.249,690.71,833.869,913.63,2209.61,1299.13,1109.95
sp|Q6DN12|MCTP2_HUMAN,MCTP2,MCTP2_HUMAN Multiple C2 and transmembrane domain-containing protein 2,6965,1,61.6846,43.6975,410.85,45.1596,57.0995,59.7568,66.9432,56.7345,95.8908,65.728
sp|P32780|TF2H1_HUMAN,GTF2H1,TF2H1_HUMAN General transcription factor IIH subunit 1,6968,17,1948.7,1654.04,1294.83,2367.49,3320.85,1514.05,1777.27,1694.19,2210.96,2397.66
sp|Q9BV38|WDR18_HUMAN,WDR18,WDR18_HUMAN WD repeat-containing protein 18,6969,14,1241.96,2374.44,772.571,1167.8,946.177,1443.74,2299.25,2372.47,1569.71,1751.74
sp|Q9NP77|SSU72_HUMAN,SSU72,SSU72_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase SSU72,6970,5,190.31,327.944,362.83,321.438,434.47,305.063,447.345,163.572,378.59,321.935
sp|P12277|KCRB_HUMAN,CKB,KCRB_HUMAN Creatine kinase B-type,6971,33,2793.04,1283.93,480.495,676.882,13677.4,864.97,2026.83,483.264,1320.3,793.679
sp|Q15170-2|TCAL1_HUMAN,TCEAL1,TCAL1_HUMAN Isoform 2 of Transcription elongation factor A protein-like 1,6972,3,275.654,529.375,407.627,257.171,326.6,242.166,162.249,178.233,715.921,296.863
sp|Q7RTS9|DYM_HUMAN,DYM,DYM_HUMAN Dymeclin,6973,5,442.781,365.792,593.082,389.676,671.81,496.882,727.119,327.491,441.752,434.016
sp|P53567|CEBPG_HUMAN,CEBPG,CEBPG_HUMAN CCAAT/enhancer-binding protein gamma,6974,1,198.125,186.155,46.6803,46.1018,45.0108,203.015,77.7954,126.773,47.3639,121.208
sp|Q8TDH9|BL1S5_HUMAN,BLOC1S5,BL1S5_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 5,6976,1,38.5573,63.2045,55.2101,48.7993,49.9371,82.0054,39.206,23.0949,45.2862,48.4093
sp|P45844|ABCG1_HUMAN,ABCG1,ABCG1_HUMAN ATP-binding cassette sub-family G member 1,6977,1,148.762,8.4152,48.3312,16.1495,79.9555,8.51854,6.39458,5.06286,11.0133,14.3899
sp|P51665|PSMD7_HUMAN,PSMD7,PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7,6978,22,1016.48,1955.01,1844.54,2042.26,1983.81,2109.89,1720.53,1708.36,2117.28,1560.2
sp|O15400|STX7_HUMAN,STX7,STX7_HUMAN Syntaxin-7,6979,15,252.95,913.362,1754.09,2097.05,1742.67,1899.37,1969.2,3220.12,1242.36,1373.76
sp|Q96SL4|GPX7_HUMAN,GPX7,GPX7_HUMAN Glutathione peroxidase 7,6980,8,95.661,1355.12,115.67,224.864,181.683,197.588,6241.11,331.638,358.403,579.11
sp|Q15572|TAF1C_HUMAN,TAF1C,TAF1C_HUMAN TATA box-binding protein-associated factor RNA polymerase I subunit C,6981,3,139.43,181.932,135.086,583.922,202.934,389.893,160.503,226.546,153.343,303.136
sp|Q9Y2Z9|COQ6_HUMAN,COQ6,COQ6_HUMAN Ubiquinone biosynthesis monooxygenase COQ6,6983,12,2444.6,985.389,1427.06,879.403,1867.32,535.252,660.246,781.914,346.124,777.541
sp|P50395|GDIB_HUMAN,GDI2,GDIB_HUMAN Rab GDP dissociation inhibitor beta,6984,65,3662.23,13088.7,6811.67,6974.64,6750.54,7229.35,5569.8,2583.77,9729.65,5078.07
sp|P31150|GDIA_HUMAN,GDI1,GDIA_HUMAN Rab GDP dissociation inhibitor alpha,6984,72,6143.02,18968.8,8882.57,11965.1,12373.3,7066.05,2776.1,2619.95,7191.63,4344.44
sp|Q8N6Y1|PCD20_HUMAN,PCDH20,PCD20_HUMAN Protocadherin-20,6985,1,46.9718,6.68562,6.10302,3.13444,184.633,8.33372,579.875,5.70162,8.83419,7.54976
sp|P41236|IPP2_HUMAN,PPP1R2,IPP2_HUMAN Protein phosphatase inhibitor 2,6986,7,420.238,1379.85,2024.87,1174.55,1256.97,1244.78,706.831,863.992,1044.07,1316.59
sp|Q9P0I2|EMC3_HUMAN,EMC3,EMC3_HUMAN ER membrane protein complex subunit 3,6987,14,2390.42,1915.02,1652.06,1414.88,1982.83,1468.49,1320.43,1855.45,1587.31,1783.04
sp|P82650|RT22_HUMAN,MRPS22,"RT22_HUMAN 28S ribosomal protein S22, mitochondrial",6988,29,3901.78,2242.83,2179.95,3006.08,3066.21,2785.54,2839.98,3381.95,2313.55,5042.52
sp|O95528|GTR10_HUMAN,SLC2A10,"GTR10_HUMAN Solute carrier family 2, facilitated glucose transporter member 10",6990,4,80.7727,315.49,1834.05,113.845,713.62,55.6424,28.0629,157.416,48.3429,136.562
sp|P36897-2|TGFR1_HUMAN,TGFBR1,TGFR1_HUMAN Isoform 2 of TGF-beta receptor type-1,6991,4,177.965,641.986,306.641,115.175,98.6591,318.975,402.139,385.752,156.692,470.954
sp|P36896-4|ACV1B_HUMAN,ACVR1B,ACV1B_HUMAN Isoform 4 of Activin receptor type-1B,6991,2,113.33,287.406,166.249,45.0185,69.741,161.76,261.006,209.466,99.3144,244.035
sp|P32519|ELF1_HUMAN,ELF1,ELF1_HUMAN ETS-related transcription factor Elf-1,6992,7,177.657,134.212,1084.44,347.88,712.775,398.567,232.987,483.134,177.439,776.719
sp|Q99607|ELF4_HUMAN,ELF4,ELF4_HUMAN ETS-related transcription factor Elf-4,6992,2,88.6892,37.741,175.497,70.4237,141.047,116.97,121.623,132.299,91.6687,136.149
sp|Q15723|ELF2_HUMAN,ELF2,ELF2_HUMAN ETS-related transcription factor Elf-2,6992,6,259.22,199.114,328.436,341.357,470.996,252.286,493.152,223.08,177.543,286.976
sp|Q8N165|PDK1L_HUMAN,PDIK1L,PDK1L_HUMAN Serine/threonine-protein kinase PDIK1L,6993,1,194.029,83.6498,134.614,51.2342,271.747,148.904,148.371,73.0896,39.7681,113.496
sp|Q13131-2|AAPK1_HUMAN,PRKAA1,AAPK1_HUMAN Isoform 2 of 5'-AMP-activated protein kinase catalytic subunit alpha-1,6994,27,1823.7,4837.41,4329.66,4698.31,2405.33,2834.11,3623.21,3064.13,3616.82,3086.05
sp|P54646|AAPK2_HUMAN,PRKAA2,AAPK2_HUMAN 5'-AMP-activated protein kinase catalytic subunit alpha-2,6994,5,874.714,144.232,558.243,994.373,978.91,417.145,235.754,314.632,513.973,383.508
sp|Q9NRH2|SNRK_HUMAN,SNRK,SNRK_HUMAN SNF-related serine/threonine-protein kinase,6995,1,33.9781,46.1198,93.6105,97.692,54.9314,71.1329,101.08,51.5238,45.5817,52.2945
sp|Q7L9B9|EEPD1_HUMAN,EEPD1,EEPD1_HUMAN Endonuclease/exonuclease/phosphatase family domain-containing protein 1,6996,7,527.187,725.238,292.462,545.183,472.773,1093.34,870.686,597.249,237.898,547.152
sp|Q969H4-2|CNKR1_HUMAN,CNKSR1,CNKR1_HUMAN Isoform 2 of Connector enhancer of kinase suppressor of ras 1,6997,2,95.3901,0.0,124.651,9.70573,214.958,230.89,52.611,94.4405,33.7482,102.986
sp|Q96DA6|TIM14_HUMAN,DNAJC19,TIM14_HUMAN Mitochondrial import inner membrane translocase subunit TIM14,6998,10,2869.68,1369.65,2171.49,1584.07,2834.97,1622.36,1531.93,2258.29,2207.42,2001.24
sp|Q9Y5T4|DJC15_HUMAN,DNAJC15,DJC15_HUMAN DnaJ homolog subfamily C member 15,6999,4,68.9498,216.855,55.111,343.681,258.826,248.905,477.951,409.515,365.378,406.502
sp|Q9NTX5|ECHD1_HUMAN,ECHDC1,ECHD1_HUMAN Ethylmalonyl-CoA decarboxylase,7000,13,47.9219,858.608,848.962,3705.81,555.628,1336.75,2331.55,1738.02,787.326,839.062
sp|Q9H1Y0|ATG5_HUMAN,ATG5,ATG5_HUMAN Autophagy protein 5,7001,17,677.781,1398.27,1930.21,2651.6,1390.48,1548.59,1103.65,735.31,1023.89,1007.15
sp|Q71UM5|RS27L_HUMAN,RPS27L,RS27L_HUMAN 40S ribosomal protein S27-like,7002,16,981.355,1212.5,1053.27,1454.35,1237.95,1199.12,1641.89,964.472,1435.93,1473.81
sp|P42677|RS27_HUMAN,RPS27,RS27_HUMAN 40S ribosomal protein S27,7002,4,325.84,550.507,497.391,537.222,574.674,684.606,787.208,467.264,778.103,729.046
sp|Q8WVP5|TP8L1_HUMAN,TNFAIP8L1,TP8L1_HUMAN Tumor necrosis factor alpha-induced protein 8-like protein 1,7003,1,14.5881,63.0694,14.4976,32.2976,23.3951,19.8723,57.3426,24.7751,88.3486,38.9013
sp|Q9NY27|PP4R2_HUMAN,PPP4R2,PP4R2_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 2,7004,16,1356.71,1314.41,1801.29,2387.81,3137.15,1719.33,1828.28,1563.3,1593.8,1965.36
sp|Q96AJ1|CLUA1_HUMAN,CLUAP1,CLUA1_HUMAN Clusterin-associated protein 1,7005,1,34.1025,49.2755,25.0665,33.3194,22.5515,31.3103,70.7514,14.7271,62.0312,40.2263
sp|O00584|RNT2_HUMAN,RNASET2,RNT2_HUMAN Ribonuclease T2,7006,13,1675.0,341.05,5083.49,497.665,1457.94,448.606,1768.15,827.978,539.378,1052.65
sp|P31276|HXC13_HUMAN,HOXC13,HXC13_HUMAN Homeobox protein Hox-C13,7007,2,59.2482,33.8713,59.1522,15.1453,95.8023,76.8883,139.074,86.5482,20.7563,33.7044
sp|Q6PGN9|PSRC1_HUMAN,PSRC1,PSRC1_HUMAN Proline/serine-rich coiled-coil protein 1,7008,1,11.3094,49.2531,12.4241,21.4768,28.5913,60.1907,55.0189,24.759,43.076,43.7733
sp|P58340-3|MLF1_HUMAN,MLF1,MLF1_HUMAN Isoform 3 of Myeloid leukemia factor 1,7009,1,67.1186,196.357,78.5365,304.894,104.122,234.96,10.7302,303.009,282.692,127.975
sp|Q9NX95|SYBU_HUMAN,SYBU,SYBU_HUMAN Syntabulin,7010,1,17.9193,58.5604,23.8437,19.9365,32.7461,93.8207,57.6487,17.4545,56.894,44.8406
sp|O14613|BORG1_HUMAN,CDC42EP2,BORG1_HUMAN Cdc42 effector protein 2,7011,3,117.496,351.523,100.77,319.767,293.278,248.522,323.832,398.101,229.806,717.728
sp|Q08AI8|CB054_HUMAN,C2orf54,CB054_HUMAN Uncharacterized protein C2orf54,7014,3,11.1888,13.7258,265.859,15.2656,402.813,705.996,20.6916,31.3177,17.0166,137.431
sp|Q5U5X0|LYRM7_HUMAN,LYRM7,LYRM7_HUMAN Complex III assembly factor LYRM7,7015,3,849.52,335.35,193.354,400.919,257.933,231.536,317.338,231.529,335.082,293.73
sp|Q6VY07|PACS1_HUMAN,PACS1,PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1,7016,23,834.105,2510.52,3089.35,2489.01,2934.7,2225.38,1683.01,1847.42,2896.81,2867.31
sp|Q9UBI4|STML1_HUMAN,STOML1,STML1_HUMAN Stomatin-like protein 1,7017,1,105.318,79.2618,59.436,62.567,108.31,54.9097,54.6289,156.434,73.3593,119.802
sp|Q86UN3|R4RL2_HUMAN,RTN4RL2,R4RL2_HUMAN Reticulon-4 receptor-like 2,7018,3,287.535,492.651,85.9036,15.5038,224.198,151.303,83.2603,44.4768,56.1528,122.332
sp|P21810|PGS1_HUMAN,BGN,PGS1_HUMAN Biglycan,7020,6,860.53,1376.69,440.051,776.337,517.994,148.21,1194.27,130.748,185.12,543.389
sp|A6NNH0|GATL1_HUMAN,GATSL1,GATL1_HUMAN GATS-like protein 1,7021,2,238.119,324.868,380.585,93.0507,40.164,112.873,236.971,55.2801,58.372,120.186
sp|Q96BM9|ARL8A_HUMAN,ARL8A,ARL8A_HUMAN ADP-ribosylation factor-like protein 8A,7022,5,1438.66,699.282,1009.87,797.339,1547.83,901.814,663.653,606.935,606.561,707.912
sp|Q9NVJ2|ARL8B_HUMAN,ARL8B,ARL8B_HUMAN ADP-ribosylation factor-like protein 8B,7022,21,3347.91,2090.69,1326.08,3477.63,2714.53,1318.86,1308.43,2633.34,3163.03,1756.51
sp|Q17RS7|GEN_HUMAN,GEN1,GEN_HUMAN Flap endonuclease GEN homolog 1,7023,6,149.677,511.476,360.173,623.0,525.215,893.631,466.672,413.173,481.249,422.389
sp|P15882|CHIN_HUMAN,CHN1,CHIN_HUMAN N-chimaerin,7024,1,151.378,414.904,316.78,466.005,11.397,21.9656,19.5514,48.5098,105.073,123.661
sp|Q8TD06|AGR3_HUMAN,AGR3,AGR3_HUMAN Anterior gradient protein 3 homolog,7025,2,47.2689,18.1103,2350.56,19.1298,13.6045,27.3105,285.636,21.6211,38.0175,1590.13
sp|O95994|AGR2_HUMAN,AGR2,AGR2_HUMAN Anterior gradient protein 2 homolog,7025,25,250.444,282.968,17200.4,224.088,8717.59,600.57,1446.42,463.269,195.877,1295.38
tr|H7C3Z9|H7C3Z9_HUMAN,AGR2,H7C3Z9_HUMAN Anterior gradient protein 2 homolog (Fragment),7025,10,152.205,136.428,3668.73,118.199,2043.33,234.407,470.931,194.525,146.28,461.484
sp|Q6QNY0|BL1S3_HUMAN,BLOC1S3,BL1S3_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 3,7026,5,329.281,392.755,478.544,343.667,457.854,379.894,273.579,208.564,347.486,405.835
sp|Q9P013|CWC15_HUMAN,CWC15,CWC15_HUMAN Spliceosome-associated protein CWC15 homolog,7027,10,1526.53,1121.3,790.742,829.373,1305.24,1029.45,1277.79,1256.02,1206.48,1370.92
sp|Q9UKT5|FBX4_HUMAN,FBXO4,FBX4_HUMAN F-box only protein 4,7028,10,332.292,2597.08,357.22,1134.99,2333.52,1276.93,1083.14,1190.67,1949.41,636.979
sp|Q13541|4EBP1_HUMAN,EIF4EBP1,4EBP1_HUMAN Eukaryotic translation initiation factor 4E-binding protein 1,7029,2,203.303,121.407,82.8731,125.415,64.793,65.5433,52.0165,40.8161,305.003,79.7464
sp|O75818|RPP40_HUMAN,RPP40,RPP40_HUMAN Ribonuclease P protein subunit p40,7030,8,890.128,1577.06,990.09,1862.94,1598.71,1997.95,1053.58,1171.89,1648.49,1373.24
sp|Q8WUX9|CHMP7_HUMAN,CHMP7,CHMP7_HUMAN Charged multivesicular body protein 7,7031,15,629.526,1306.01,982.124,1351.66,1291.34,1598.18,1386.75,604.252,1486.21,1218.41
tr|B4DEC1|B4DEC1_HUMAN,TMEM159,B4DEC1_HUMAN Promethin,7032,1,224.075,25.0527,376.14,54.879,186.322,218.939,21.1038,182.093,50.753,113.41
sp|P14210|HGF_HUMAN,HGF,HGF_HUMAN Hepatocyte growth factor,7033,2,323.551,556.116,104.951,291.654,90.8226,230.61,239.471,176.294,149.813,278.363
sp|Q86WP2-2|GPBP1_HUMAN,GPBP1,GPBP1_HUMAN Isoform 2 of Vasculin,7034,4,422.005,332.985,210.16,383.097,483.792,414.886,509.538,251.045,446.457,324.991
sp|P06702|S10A9_HUMAN_contaminant,S100A9,S10A9_HUMAN_contaminant Protein S100-A9,7035,2,15.584,10.4397,15.9322,247.364,33.6091,1429.13,28.1214,9.06163,11.5445,86.3143
sp|P35610|SOAT1_HUMAN,SOAT1,SOAT1_HUMAN Sterol O-acyltransferase 1,7036,13,641.716,1626.71,1335.56,2347.6,873.036,1274.72,1238.95,1933.58,2153.72,2286.55
sp|P27544|CERS1_HUMAN,CERS1,CERS1_HUMAN Ceramide synthase 1,7037,6,2395.72,904.504,358.865,613.09,193.876,564.531,2267.43,121.12,574.178,245.682
sp|Q5ZPR3|CD276_HUMAN,CD276,CD276_HUMAN CD276 antigen,7038,10,1243.79,1704.8,678.301,1289.63,67.3902,419.59,610.482,1416.83,208.157,1069.31
sp|Q8NBJ4|GOLM1_HUMAN,GOLM1,GOLM1_HUMAN Golgi membrane protein 1,7039,29,5424.13,3751.11,2671.3,4466.25,296.698,3568.84,3713.9,4299.47,3473.45,4042.03
sp|Q99698|LYST_HUMAN,LYST,LYST_HUMAN Lysosomal-trafficking regulator,7040,4,346.444,704.512,269.524,279.853,224.712,285.424,119.457,392.779,584.085,184.583
sp|Q9GZU2|PEG3_HUMAN,PEG3,PEG3_HUMAN Paternally-expressed gene 3 protein,7041,6,4958.32,1072.26,7.71043,291.163,71.6313,100.449,76.741,190.427,1092.43,100.313
sp|P48594|SPB4_HUMAN_contaminant,SERPINB4,SPB4_HUMAN_contaminant Serpin B4,7043,1,10.7671,14.8406,5.76008,12.4983,7.94047,41.326,2.04994,342.241,15.8717,10.8316
sp|Q15828|CYTM_HUMAN,CST6,CYTM_HUMAN Cystatin-M,7044,1,1.7991,0.0,8.97009,0.572313,0.0,184.644,17.2769,1583.49,113.785,34.259
sp|Q8WTT2|NOC3L_HUMAN,NOC3L,NOC3L_HUMAN Nucleolar complex protein 3 homolog,7045,29,5100.27,4167.01,2441.82,3045.47,2719.99,3621.9,7572.09,3617.81,3917.05,6378.9
sp|Q02127|PYRD_HUMAN,DHODH,"PYRD_HUMAN Dihydroorotate dehydrogenase (quinone), mitochondrial",7046,13,1506.66,583.421,1753.09,1198.83,1170.82,1250.81,1413.87,1987.42,1155.81,1721.89
sp|Q9ULK2|AT7L1_HUMAN,ATXN7L1,AT7L1_HUMAN Ataxin-7-like protein 1,7047,1,471.081,381.654,143.164,95.5791,125.277,82.7028,179.442,140.973,90.9334,149.051
sp|Q9BYC5|FUT8_HUMAN,FUT8,"FUT8_HUMAN Alpha-(1,6)-fucosyltransferase",7048,15,1306.9,553.745,1142.4,367.101,2622.67,392.383,432.341,2975.49,1048.37,1501.97
sp|Q9ULA0|DNPEP_HUMAN,DNPEP,DNPEP_HUMAN Aspartyl aminopeptidase,7049,9,319.942,1443.62,1469.79,1147.32,1042.97,673.694,266.038,208.727,338.084,941.525
tr|B9ZVU2|B9ZVU2_HUMAN,DNPEP,B9ZVU2_HUMAN Aspartyl aminopeptidase (Fragment),7049,1,38.3721,174.192,226.498,227.981,226.618,175.372,70.3902,47.7378,78.1336,87.5919
sp|Q6AZY7|SCAR3_HUMAN,SCARA3,SCAR3_HUMAN Scavenger receptor class A member 3,7051,1,29.3659,37.4863,18.1089,17.5915,10.8639,50.0169,98.3387,12.8063,17.1816,52.2245
sp|Q5SGD2|PPM1L_HUMAN,PPM1L,PPM1L_HUMAN Protein phosphatase 1L,7052,6,980.34,165.93,892.093,138.232,752.4,682.997,202.68,665.277,279.533,371.043
sp|Q8IX04|UEVLD_HUMAN,UEVLD,UEVLD_HUMAN Ubiquitin-conjugating enzyme E2 variant 3,7053,11,1146.44,1387.4,1780.12,1841.46,3477.93,1241.14,1355.46,950.315,2170.48,1600.19
sp|Q96EM0|T3HPD_HUMAN,L3HYPDH,T3HPD_HUMAN Trans-L-3-hydroxyproline dehydratase,7054,5,42.6813,1894.91,36.3102,1661.12,47.5127,60.8433,1071.05,264.713,701.451,343.922
sp|Q96SQ9-2|CP2S1_HUMAN,CYP2S1,CP2S1_HUMAN Isoform 2 of Cytochrome P450 2S1,7055,4,845.23,18.043,550.058,86.0753,17.7919,1175.62,78.1552,1914.28,294.597,940.052
sp|Q9Y547|IFT25_HUMAN,HSPB11,IFT25_HUMAN Intraflagellar transport protein 25 homolog,7056,7,486.7,1094.75,325.832,1430.89,983.439,1066.26,503.632,160.676,578.076,432.073
sp|Q8NFT8|DNER_HUMAN,DNER,DNER_HUMAN Delta and Notch-like epidermal growth factor-related receptor,7057,2,215.133,22.0522,20.9426,60.6165,19.3379,20.0215,18.352,138.139,165.618,25.6566
sp|Q9BTV4|TMM43_HUMAN,TMEM43,TMM43_HUMAN Transmembrane protein 43,7058,22,2255.81,5347.41,1361.53,3920.07,1457.7,1954.22,2450.86,3405.3,3367.49,3537.95
sp|O75865-2|TPC6A_HUMAN,TRAPPC6A,TPC6A_HUMAN Isoform 2 of Trafficking protein particle complex subunit 6A,7059,3,179.55,291.425,407.144,241.638,164.678,652.878,185.638,76.577,112.423,212.065
sp|Q8WZA0|LZIC_HUMAN,LZIC,LZIC_HUMAN Protein LZIC,7062,12,923.623,2622.61,852.944,1017.62,1489.98,1096.47,1491.57,541.106,1088.32,994.903
sp|P02144|MYG_HUMAN,MB,MYG_HUMAN Myoglobin,7063,5,527.351,103.323,2949.89,51.6959,924.64,2717.5,51.8881,55.7923,86.2207,929.287
sp|Q7L0J3|SV2A_HUMAN,SV2A,SV2A_HUMAN Synaptic vesicle glycoprotein 2A,7064,2,9.51929,599.117,9.34933,128.989,10.1696,7.54088,220.421,12.1269,20.3998,128.386
sp|Q8N4V1-2|MMGT1_HUMAN,MMGT1,MMGT1_HUMAN Isoform 2 of Membrane magnesium transporter 1,7065,7,755.91,649.451,546.611,402.004,592.152,676.622,443.184,700.786,612.347,535.875
sp|Q99633|PRP18_HUMAN,PRPF18,PRP18_HUMAN Pre-mRNA-splicing factor 18,7066,11,725.553,1514.69,728.619,1458.11,982.663,1053.07,1470.39,803.721,1394.7,1308.46
sp|P46527|CDN1B_HUMAN,CDKN1B,CDN1B_HUMAN Cyclin-dependent kinase inhibitor 1B,7067,3,243.179,49.2618,176.608,56.7805,277.505,41.9576,502.264,35.536,167.383,91.6316
sp|Q9UHR5|S30BP_HUMAN,SAP30BP,S30BP_HUMAN SAP30-binding protein,7068,8,1036.34,1104.34,875.579,1178.19,1023.93,995.964,1353.2,1048.37,1156.17,1090.17
sp|O95169|NDUB8_HUMAN,NDUFB8,"NDUB8_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",7069,14,1772.43,659.079,577.011,523.339,1201.39,1031.51,778.779,996.986,737.93,859.45
sp|Q9HCN4|GPN1_HUMAN,GPN1,GPN1_HUMAN GPN-loop GTPase 1,7070,10,401.549,1036.66,727.095,839.295,624.269,675.588,834.462,426.759,687.891,839.663
sp|Q9NX18|SDHF2_HUMAN,SDHAF2,"SDHF2_HUMAN Succinate dehydrogenase assembly factor 2, mitochondrial",7071,5,382.888,572.38,242.42,526.08,156.487,559.91,363.018,1221.91,530.878,618.415
sp|Q9Y262|EIF3L_HUMAN,EIF3L,EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L,7072,40,3915.97,4958.89,5063.33,4687.21,4122.96,4586.2,5314.06,4241.99,4802.51,4863.13
sp|P62841|RS15_HUMAN,RPS15,RS15_HUMAN 40S ribosomal protein S15,7073,19,1586.27,2105.96,1920.93,2554.54,2176.81,2131.84,2887.29,1616.01,2513.82,2076.62
sp|Q14197|ICT1_HUMAN,ICT1,"ICT1_HUMAN Peptidyl-tRNA hydrolase ICT1, mitochondrial",7074,17,2550.59,1099.04,1221.44,807.165,1782.06,1233.47,1196.24,1531.34,908.071,1444.45
sp|Q8TDN4|CABL1_HUMAN,CABLES1,CABL1_HUMAN CDK5 and ABL1 enzyme substrate 1,7075,4,501.235,85.2701,432.831,108.394,329.927,87.4508,211.999,144.174,98.4552,154.833
sp|Q96EY5|MB12A_HUMAN,MVB12A,MB12A_HUMAN Multivesicular body subunit 12A,7077,6,335.191,691.102,565.353,788.047,779.231,615.896,469.758,415.599,397.275,544.196
sp|Q13347|EIF3I_HUMAN,EIF3I,EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I,7078,60,3610.94,7714.3,5176.96,6730.29,5362.81,8466.83,5493.65,3610.13,6978.78,5922.28
sp|O00559|RCAS1_HUMAN,EBAG9,RCAS1_HUMAN Receptor-binding cancer antigen expressed on SiSo cells,7079,5,604.59,413.305,746.933,165.09,671.551,221.765,352.644,311.758,266.088,441.552
sp|Q9H5J4|ELOV6_HUMAN,ELOVL6,ELOV6_HUMAN Elongation of very long chain fatty acids protein 6,7080,2,212.523,73.8403,94.4713,103.881,295.52,2.46206,133.342,111.968,378.164,306.096
sp|Q9GZT6|CC90B_HUMAN,CCDC90B,"CC90B_HUMAN Coiled-coil domain-containing protein 90B, mitochondrial",7081,12,2586.74,1549.68,1300.85,2500.34,1395.08,2262.14,1192.1,2610.91,1318.01,1796.58
sp|P31321|KAP1_HUMAN,PRKAR1B,KAP1_HUMAN cAMP-dependent protein kinase type I-beta regulatory subunit,7081,11,323.788,2343.86,671.537,1133.04,1050.95,2088.18,964.849,724.713,1149.07,1309.47
sp|P10644|KAP0_HUMAN,PRKAR1A,KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit,7081,26,876.454,8707.31,2877.03,1998.99,2482.64,3287.33,3610.06,2098.24,3681.4,2266.02
sp|Q9BXV9|CN142_HUMAN,C14orf142,CN142_HUMAN Uncharacterized protein C14orf142,7083,1,107.571,167.117,88.9103,146.284,223.027,189.97,86.5288,80.2687,197.662,166.625
sp|Q86SQ9-2|DHDDS_HUMAN,DHDDS,DHDDS_HUMAN Isoform 2 of Dehydrodolichyl diphosphate synthase,7084,4,194.383,114.376,131.561,188.036,126.695,165.28,187.908,247.317,137.476,220.298
sp|Q96PU8|QKI_HUMAN,QKI,QKI_HUMAN Protein quaking,7085,19,605.551,2940.2,1008.61,2834.77,908.784,1001.91,4929.21,2035.38,2468.24,2504.98
sp|Q96PU8-3|QKI_HUMAN,QKI,QKI_HUMAN Isoform 2 of Protein quaking,7085,1,3.53051,39.6956,22.624,67.3922,12.5372,28.8264,143.883,69.0081,32.4501,55.5797
sp|Q9BW66-3|CINP_HUMAN,CINP,CINP_HUMAN Isoform 3 of Cyclin-dependent kinase 2-interacting protein,7086,1,26.2601,22.1494,20.559,49.307,28.3673,26.3446,41.0205,19.5609,42.1574,29.5223
sp|Q8NHP6|MSPD2_HUMAN,MOSPD2,MSPD2_HUMAN Motile sperm domain-containing protein 2,7087,12,1213.0,2422.09,1110.93,1199.76,744.342,1554.33,818.959,2444.18,1117.11,935.022
